ID	FR1	FR2	FR3	FR4	FR5	FR6	GR1	GR2	GR3	GR4	GR5	GR6	HR1	HR2	HR3	HR4	HR5	HR6	SR1	SR2	SR3	SR4	SR5	SR6
411	46	62	37	33	30	41	5	8	7	26	2	39	0	3	38	14	30	17	9	4	8	23	28	33
413	4	2	10	3	19	0	31	21	29	10	145	10	0	0	7	4	2	4	0	6	2	14	10	11
414	2	6	12	10	23	9	19	3	1	32	49	19	3	4	7	11	18	13	39	50	22	56	37	44
415	12	4	2	0	4	0	2	0	12	0	0	4	3	2	4	0	0	0	86	74	103	14	7	11
416	15	17	36	12	6	6	23	31	55	4	0	9	3	5	22	3	3	3	34	19	46	14	11	11
417	17	18	20	23	19	11	21	38	26	0	0	15	3	2	4	7	9	6	11	18	12	40	24	20
418	34	26	23	3	53	3	6	1	1	29	2	19	0	0	10	6	6	7	5	0	0	27	61	61
419	3	6	1	18	2	34	2	5	1	1	23	4	2	3	0	2	0	2	46	110	57	6	10	12
42	0	0	4	19	10	24	10	35	82	489	726	10	4	4	302	158	154	505	0	0	0	10	18	25
420	19	15	12	5	22	22	19	13	17	7	55	21	1	1	75	7	1	6	100	103	16	5	4	14
421	118	109	47	0	1	4	0	0	0	13	0	26	0	1	4	0	2	1	0	0	0	0	0	0
423	24	16	18	30	0	34	62	82	48	4	9	3	3	5	0	0	1	0	2	8	1	2	1	1
424	103	161	156	10	929	8	89	35	6	178	1	215	98	89	286	275	261	191	4	0	3	32	9	61
425	5	1	0	6	21	15	6	7	31	10	0	15	2	6	53	66	53	67	3	0	7	2	0	4
426	3	1	21	16	35	12	7	3	21	31	9	18	10	4	16	25	32	39	2	14	8	19	37	31
427	73	102	77	5	8	2	0	0	0	0	1	1	37	31	0	0	0	0	0	0	7	1	0	4
429	13	17	37	3	1	2	16	29	78	0	1	0	5	4	0	0	0	0	41	47	60	7	6	5
43	6	2	2	2	5	15	0	0	0	56	0	130	1642	1573	2	5	9	7	0	1	1	2	0	57
430	0	0	5	0	2	0	4	0	2	0	0	0	3	2	0	0	0	0	83	89	143	4	2	1
431	0	0	0	0	0	0	0	0	37	0	251	0	0	0	0	0	0	0	0	0	1	0	0	0
432	9	5	6	55	19	67	15	28	3	23	0	15	1	5	12	21	17	22	1	10	8	16	43	29
433	0	0	0	19	0	16	35	5	7	2	0	0	0	2	31	62	77	67	0	9	1	3	1	6
435	21	18	10	2	10	5	17	23	3	10	0	4	2	0	1	0	2	1	42	53	88	10	15	13
436	20	19	33	20	10	15	11	8	8	0	2	14	12	10	31	27	29	42	11	8	1	15	16	18
437	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	16	51	39	92	54	88
438	60	63	29	5	48	8	30	14	0	9	0	7	0	0	14	5	3	9	0	0	0	7	4	3
439	5	0	17	3	71	2	11	14	13	32	0	42	2	1	35	24	11	17	0	0	2	18	13	7
44	341	262	268	6	48	24	158	172	211	69	1	116	676	626	19	21	10	18	60	42	68	27	8	64
440	2	28	4	4	19	8	8	3	27	1	1	0	7	12	0	1	3	1	77	1	83	12	13	4
441	32	16	22	103	4	142	0	0	0	37	6	23	0	5	5	38	28	15	2	11	4	14	12	15
442	0	0	0	7	0	17	105	113	63	0	0	0	0	0	0	0	0	0	2	0	8	0	2	0
443	0	0	0	0	0	0	4	12	20	1	244	1	0	0	0	0	0	0	0	7	3	0	1	1
444	3	1	2	6	16	8	0	1	0	31	0	27	2	2	4	5	11	7	38	18	52	50	61	41
445	13	13	24	12	13	2	8	3	0	0	0	0	33	32	16	1	8	8	32	8	57	1	1	5
446	2	0	2	21	7	11	6	1	3	15	0	24	2	1	9	7	13	19	13	10	22	75	45	44
447	2	6	7	2	0	2	53	58	182	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0
448	44	101	91	2	99	0	22	7	0	8	1	3	1	0	0	2	0	0	0	0	1	1	5	0
449	1	3	0	0	0	0	48	52	132	2	0	4	0	0	0	0	0	0	30	24	19	1	2	3
45	460	369	312	14	213	76	141	153	79	37	2	55	398	386	66	28	63	30	0	0	3	15	6	24
450	1	0	2	0	10	0	0	0	46	13	234	0	3	0	0	0	0	0	0	0	0	0	2	0
451	6	11	12	5	21	4	3	1	21	0	188	0	7	4	6	10	6	7	13	0	2	8	12	9
452	0	1	0	0	0	1	55	76	40	0	171	1	0	0	0	0	0	0	0	6	0	0	0	0
453	7	10	5	11	0	9	14	24	29	5	0	4	0	1	0	2	0	0	1	16	0	71	30	61
454	3	2	12	2	57	2	16	7	3	32	1	43	37	43	38	24	11	15	5	1	0	2	5	6
455	32	28	25	0	0	0	24	23	70	1	0	1	4	3	0	0	2	0	11	34	20	9	11	10
456	20	7	27	1	21	4	22	21	14	0	40	4	17	17	2	2	2	2	22	0	3	27	16	61
457	48	52	7	0	3	5	0	0	1	40	0	53	0	0	17	9	18	22	0	0	0	1	3	10
458	4	0	38	8	53	30	0	1	0	14	15	6	22	10	0	16	12	19	8	0	8	55	47	66
459	9	16	20	11	28	8	4	1	14	4	0	1	1	3	9	19	14	15	1	35	20	59	54	78
46	82	95	114	101	174	150	83	107	82	302	138	228	89	101	134	196	182	198	49	47	25	71	167	101
460	5	4	4	0	0	2	0	3	65	0	221	0	7	6	0	0	0	1	10	0	11	7	5	4
461	32	47	68	0	0	0	31	28	70	0	0	0	14	10	0	1	0	0	2	0	0	2	0	1
462	5	3	32	5	21	12	3	5	24	2	0	10	10	4	37	28	41	46	0	0	4	15	8	21
463	2	3	14	5	11	14	9	4	5	1	0	18	1	1	29	43	40	45	13	12	3	17	12	24
464	16	20	34	75	37	121	167	118	99	48	2	53	3	3	102	84	105	72	26	0	8	40	57	52
465	21	10	23	9	41	15	14	0	20	14	0	23	4	0	17	21	17	11	0	1	0	37	23	30
466	7	2	22	11	47	18	10	3	0	0	0	5	0	0	0	6	4	9	28	7	4	51	56	38
467	2	6	13	26	10	51	10	0	7	4	15	4	7	12	2	20	15	11	11	32	27	57	63	46
468	0	0	0	1	0	7	0	0	0	8	0	8	194	171	1	25	5	2	4	13	14	0	1	5
469	6	8	12	4	18	5	11	21	35	0	215	0	0	0	0	0	0	0	0	0	3	10	3	2
47	78	65	92	0	1	2	610	660	1066	11	24	10	23	31	0	2	4	5	5	2	25	17	14	14
470	3	9	36	1	16	5	9	7	7	1	71	4	7	7	0	0	0	0	20	0	48	23	19	28
471	70	22	15	3	1	9	8	8	0	0	0	5	0	0	9	8	2	2	42	32	20	10	10	20
473	6	16	35	11	1	0	37	22	31	0	0	1	3	2	0	13	14	21	2	24	13	12	3	9
474	23	26	22	1	2	8	3	0	10	12	160	1	1	3	0	3	7	15	0	1	9	2	3	3
475	68	95	32	5	25	11	6	13	14	2	0	4	1	1	2	1	0	1	0	0	3	0	0	0
476	5	13	18	4	48	21	12	13	0	0	0	0	15	11	0	0	0	0	65	50	9	10	8	7
477	15	7	16	9	9	11	15	2	0	2	11	0	5	1	0	3	4	5	10	69	23	43	86	49
478	9	2	1	16	18	11	22	4	3	33	5	29	1	6	1	5	9	17	31	14	21	46	46	35
479	2	2	84	0	226	5	0	0	0	4	13	0	0	0	0	2	0	2	0	0	0	2	0	1
48	31	26	47	134	67	270	234	260	274	50	2	55	5	5	89	123	132	114	62	65	88	180	191	276
480	11	2	12	31	23	48	12	1	6	16	0	23	1	1	5	13	8	18	2	2	13	21	25	30
481	0	0	1	20	14	10	13	5	5	29	13	12	1	1	68	25	27	24	0	0	0	19	25	29
482	6	6	12	19	33	8	6	12	41	5	27	4	16	9	5	7	10	15	21	0	19	14	18	11
483	14	9	1	1	22	12	8	6	3	7	83	23	7	5	20	17	17	19	0	1	9	22	25	24
484	2	1	8	5	3	11	13	20	37	4	131	0	5	9	0	5	8	5	0	0	5	2	1	0
485	0	2	1	2	4	5	1	0	0	8	0	9	1	1	0	19	17	24	0	0	6	75	85	82
486	46	60	17	5	4	14	19	13	3	17	16	18	3	4	36	6	2	4	5	0	0	2	1	8
487	31	14	25	0	0	2	3	6	5	0	0	0	15	25	9	2	6	0	62	33	74	3	1	0
488	26	11	11	5	21	2	8	8	9	16	0	23	0	2	14	6	1	5	0	2	1	96	77	83
489	0	0	0	7	0	14	0	0	0	1	0	0	3	2	77	59	58	55	0	0	0	7	3	12
490	7	0	15	6	9	14	24	25	59	2	134	2	1	0	12	3	4	2	5	25	3	8	3	11
491	10	6	7	34	10	33	13	48	8	0	1	3	14	6	16	16	30	20	0	1	5	4	3	0
492	0	2	3	27	0	21	8	7	3	1	0	2	115	102	9	4	13	9	3	0	12	1	8	7
493	20	40	18	1	46	2	24	19	17	19	2	14	2	2	31	9	9	11	6	1	0	7	13	6
494	47	32	37	0	0	0	5	16	45	0	0	0	20	19	0	0	0	1	34	13	35	12	9	20
495	19	31	27	5	13	8	43	38	14	12	0	12	4	3	12	22	11	5	3	2	3	3	22	11
496	11	10	12	19	25	23	4	13	19	25	0	43	7	8	1	15	19	27	8	2	17	6	17	15
497	4	2	9	69	1	28	8	1	10	2	0	10	2	2	12	45	37	31	8	0	0	2	2	2
499	1	0	0	0	0	0	22	3	25	0	108	2	0	0	7	0	0	1	14	10	28	23	14	28
5	263	282	160	97	237	187	33	40	14	316	2	422	1297	1175	2297	1756	1212	1499	174	67	18	482	259	617
50	10	6	4	154	12	116	6	0	2	388	28	598	363	315	200	248	259	388	20	0	19	24	11	60
500	29	13	3	6	6	18	54	28	1	19	12	13	0	0	15	17	19	22	6	10	8	20	34	41
501	0	2	1	0	0	1	16	17	21	0	5	0	1	1	0	0	0	0	25	86	69	11	12	5
503	38	31	22	15	2	34	21	28	3	1	12	2	1	6	6	9	8	9	16	1	23	2	11	2
504	10	11	7	20	10	14	30	31	17	5	0	8	1	3	15	9	19	18	0	15	0	13	13	18
505	6	1	15	8	43	33	66	60	36	9	0	0	0	0	22	4	4	2	5	2	17	2	5	2
506	34	16	25	8	19	5	5	0	7	2	0	4	8	3	3	6	11	5	2	20	18	54	43	61
507	5	2	0	1	0	2	43	86	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	0	1	1	48	12	2	4	0	0	0	0	1	0	0	0	0	1	0	39	46	59	7	6	15
509	1	1	6	8	2	1	68	58	34	0	151	0	0	1	0	3	0	0	0	1	3	5	10	7
51	69	67	111	14	146	30	72	77	42	169	1	522	285	229	239	291	228	278	0	7	3	23	11	71
510	2	6	2	10	1	2	7	8	3	2	171	1	0	0	0	0	1	0	0	0	3	7	7	6
511	0	0	2	1	0	1	4	9	17	0	0	3	0	0	0	0	1	1	77	53	44	9	5	6
512	48	18	36	0	0	0	24	36	82	0	1	0	19	14	0	1	1	0	0	0	0	4	6	7
513	42	24	52	8	45	4	1	1	0	34	1	21	7	6	0	3	6	2	1	9	7	29	39	20
514	3	14	3	0	0	0	34	62	183	3	0	1	2	0	0	0	0	1	1	2	7	0	0	0
515	7	0	1	0	2	0	3	2	10	2	0	0	1	2	0	0	0	0	75	47	103	3	1	7
516	1	8	7	9	6	21	8	4	8	14	178	1	3	1	1	2	5	5	0	0	0	5	3	4
518	0	5	2	14	10	7	19	11	9	5	152	9	0	1	6	11	5	17	1	0	6	7	3	7
52	31	55	155	105	349	149	168	133	73	95	177	116	4	3	74	137	159	124	27	21	28	125	158	168
521	23	10	13	1	3	3	15	25	96	1	1	3	0	0	1	17	13	2	0	0	7	18	17	17
522	59	38	41	0	4	0	14	0	7	0	0	0	85	100	2	2	2	1	0	5	0	1	0	2
523	76	54	54	2	0	0	10	16	21	1	1	0	6	1	0	0	0	0	13	10	0	2	1	2
524	6	7	5	6	0	10	8	0	2	7	0	10	0	0	50	35	40	29	0	0	5	17	32	23
525	16	50	27	0	4	4	8	10	14	8	22	7	2	0	0	11	11	2	5	0	3	19	28	33
526	8	4	6	6	24	8	0	1	3	8	118	9	2	3	2	11	5	6	0	0	2	0	3	7
527	6	0	13	5	70	5	0	0	6	4	72	6	7	9	17	17	32	19	4	13	1	3	3	2
528	114	78	84	0	10	1	107	138	135	10	0	21	15	8	33	25	18	16	1	1	0	1	0	0
529	29	31	18	1	68	0	42	40	3	1	1	0	0	1	4	3	1	0	24	5	7	9	6	22
53	346	444	190	3	58	7	139	153	17	149	7	250	63	50	109	62	54	75	2	0	2	16	11	27
530	57	31	21	19	0	36	13	11	1	24	4	26	5	0	10	10	5	5	27	11	5	3	0	9
531	0	0	7	38	2	22	1	1	0	0	0	0	41	35	9	2	11	9	27	35	44	5	6	4
532	5	13	16	2	43	12	4	14	6	23	0	34	4	2	30	21	17	17	6	0	3	10	16	17
533	0	0	0	2	3	0	1	0	7	9	183	5	0	0	0	0	1	1	0	0	7	15	16	4
534	9	6	5	5	10	3	11	21	14	28	2	29	1	0	1	2	6	8	2	20	17	14	24	18
535	17	46	7	0	4	2	0	3	0	6	1	13	0	0	0	0	3	1	0	1	0	64	24	46
537	17	12	20	9	10	8	15	21	14	12	8	17	3	4	7	7	8	6	0	0	2	9	6	7
538	0	0	0	5	4	2	1	1	3	2	0	0	0	0	0	0	0	0	36	68	90	10	9	7
539	0	0	0	0	0	0	10	4	15	0	0	0	0	0	0	0	0	0	65	68	60	3	3	1
54	124	105	89	164	29	218	345	321	211	11	4	17	3	8	84	122	125	94	20	11	23	113	95	83
540	5	2	6	5	0	0	1	3	0	3	0	0	125	128	1	0	1	0	9	11	28	0	0	7
541	1	2	2	5	0	3	4	3	4	1	24	0	0	2	11	0	0	1	75	51	73	4	8	1
542	1	4	11	12	23	21	8	11	8	12	1	1	1	1	21	24	24	15	0	1	2	18	29	15
543	0	0	14	2	59	0	8	8	19	0	0	0	0	1	0	0	0	0	8	23	19	43	18	48
544	0	2	2	1	0	18	23	22	27	1	204	0	2	1	0	2	2	7	1	5	8	11	10	11
545	8	12	2	3	15	10	21	20	7	13	35	7	2	2	31	4	3	2	23	47	9	3	0	9
546	27	6	10	6	15	6	0	12	9	13	17	9	12	9	0	47	15	29	5	18	1	8	15	13
547	3	0	2	5	0	2	0	0	0	12	42	1	5	3	0	1	2	8	36	66	52	3	4	5
548	0	7	2	3	0	3	77	50	50	2	0	8	3	1	0	7	17	16	1	0	4	5	11	5
549	0	0	0	4	0	2	0	0	0	13	0	14	124	106	0	1	1	0	0	0	2	2	48	7
55	46	43	67	72	48	155	104	77	70	125	0	258	323	430	167	264	165	193	11	2	4	15	19	46
550	4	13	7	5	9	5	26	7	3	0	13	7	0	0	12	6	19	12	30	15	31	12	7	11
551	3	14	9	22	9	5	4	7	4	14	8	11	2	2	9	32	30	29	2	0	5	21	44	42
552	2	4	3	44	35	33	0	7	0	3	13	0	8	6	1	9	18	6	0	1	0	7	22	25
553	6	0	4	28	3	17	9	14	2	2	0	4	0	1	0	8	6	9	19	9	48	23	32	41
554	14	12	0	1	10	5	27	14	14	32	26	67	0	0	2	14	7	26	0	0	0	7	13	10
555	46	63	30	8	2	15	6	24	8	0	1	3	22	8	8	2	3	0	0	0	3	2	0	2
556	0	0	0	14	0	47	1	0	0	61	0	22	109	85	9	1	1	2	3	6	2	0	0	7
557	0	0	2	0	4	0	0	0	9	2	244	0	0	1	0	1	2	2	0	1	2	1	0	0
558	14	25	22	4	3	7	13	38	25	0	28	0	4	3	0	1	0	1	10	36	7	4	8	8
559	6	7	10	0	6	0	37	42	16	18	0	6	0	1	26	19	11	13	24	2	8	2	3	4
56	62	60	48	35	53	46	7	3	2	70	0	90	172	202	315	675	580	527	16	10	1	172	86	144
561	7	2	5	11	20	10	61	52	42	4	2	1	0	0	0	6	9	9	4	0	11	2	18	3
562	77	45	45	0	8	0	10	12	24	0	0	0	9	6	1	1	1	0	1	0	6	2	2	3
563	9	0	4	18	12	8	42	20	26	8	0	1	1	1	13	24	31	24	0	0	4	0	2	4
564	1	0	6	2	7	3	0	1	0	4	0	0	4	1	0	17	15	10	5	0	3	54	91	62
565	15	20	11	1	6	10	24	5	6	12	31	7	0	0	9	1	2	1	42	45	10	7	1	5
566	1	10	3	15	22	9	2	0	1	19	0	5	2	6	0	4	25	28	7	0	0	15	113	20
567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	69	91	0	0	0
568	1	0	0	0	0	0	0	0	7	0	197	1	0	0	0	0	0	0	0	0	0	0	0	0
569	16	15	17	2	0	1	8	18	119	1	1	1	0	0	0	0	0	0	0	8	3	3	1	2
57	0	0	2	60	2	137	21	29	5	19	2	34	2	5	545	435	455	604	6	10	13	12	8	31
570	1	0	2	8	2	9	2	1	3	74	6	11	10	8	32	39	50	52	0	0	1	11	7	11
571	3	0	5	0	0	0	25	59	34	0	115	0	2	1	0	0	0	0	4	9	21	4	3	2
572	8	29	4	123	1	30	28	34	4	0	1	0	1	0	0	1	1	1	9	0	1	2	3	1
574	0	2	0	0	0	1	82	113	32	3	0	3	0	0	0	0	0	1	11	13	3	1	0	3
575	22	49	12	23	14	21	14	9	1	9	0	23	0	0	9	2	3	2	2	0	3	4	6	4
576	6	1	7	0	0	0	56	90	46	0	1	0	8	4	0	5	2	2	18	6	6	0	0	0
577	6	0	4	1	0	9	14	16	6	19	0	18	48	46	23	9	13	20	6	0	4	7	3	3
579	0	0	0	2	1	7	0	0	0	15	0	1	1	2	39	38	54	65	0	0	0	0	1	2
58	41	34	111	15	199	20	97	78	13	24	0	19	161	134	111	50	79	64	493	321	66	114	121	187
580	34	24	29	0	0	2	2	2	0	0	0	0	101	76	0	8	6	4	0	2	8	0	39	7
581	2	10	1	2	7	9	28	27	10	6	35	19	2	2	10	3	1	4	0	20	7	2	0	4
582	0	0	0	5	0	1	46	48	14	2	0	8	0	0	0	1	0	0	53	32	10	5	3	2
583	6	0	0	8	18	5	6	9	12	4	16	3	0	0	14	22	42	31	11	0	22	15	11	9
584	2	6	2	1	0	0	13	2	36	1	0	0	0	0	0	0	0	0	60	23	93	2	3	1
585	2	6	11	6	7	11	29	35	101	1	0	2	0	3	0	13	11	9	9	0	13	10	14	14
586	8	2	8	13	10	12	2	6	0	1	0	0	3	2	0	3	7	2	3	12	13	49	53	42
587	17	16	26	37	57	44	168	208	108	12	1	14	6	0	39	70	68	75	2	31	27	6	4	8
588	6	5	9	0	0	0	22	21	53	0	0	0	6	3	0	0	0	0	48	84	57	6	8	5
589	16	22	4	23	0	25	28	81	31	0	0	0	3	1	1	0	3	1	0	1	6	1	2	1
59	23	26	24	2	1	2	22	26	251	1	1797	3	15	8	0	1	0	0	1	0	5	2	3	8
590	2	4	2	0	5	0	0	0	0	18	0	10	5	1	36	24	34	27	0	16	0	29	22	30
591	46	32	9	4	14	2	9	3	0	7	0	0	1	1	0	2	0	2	8	4	7	28	9	22
592	6	0	5	2	0	0	37	33	107	0	1	1	17	20	0	1	0	1	0	3	1	1	1	0
593	10	2	4	6	4	3	15	3	23	1	0	0	4	3	4	0	2	2	46	47	60	2	3	4
594	4	5	11	14	0	12	13	11	4	7	0	10	6	5	3	9	9	7	9	18	6	16	26	51
595	9	26	2	2	14	6	9	13	3	6	108	3	1	3	23	0	2	1	11	18	0	2	6	7
596	0	0	0	30	0	9	0	0	0	4	0	2	124	130	0	0	0	0	2	0	8	0	2	2
597	0	3	6	1	3	7	0	3	0	0	0	4	4	2	0	0	2	2	57	20	57	16	33	29
598	11	10	12	7	45	5	0	2	0	6	0	5	1	0	0	1	1	5	12	7	43	12	24	11
599	2	0	1	11	2	9	30	17	14	4	97	1	30	22	0	1	1	9	2	30	5	0	4	7
6	150	82	92	105	192	123	1103	1112	274	260	9	299	828	617	707	1026	771	1164	51	82	77	35	22	98
60	237	169	167	2	15	2	35	42	103	1	117	0	23	16	0	1	2	2	352	433	469	37	25	21
600	2	0	1	4	0	2	90	93	54	1	1	3	0	0	1	3	0	5	0	1	1	2	1	1
601	0	4	11	0	19	0	1	5	0	12	9	39	24	31	0	4	1	2	4	0	9	46	23	63
602	0	1	0	3	5	4	0	0	9	0	215	0	0	0	0	2	2	9	0	0	0	2	0	0
603	0	6	12	12	16	8	8	12	7	3	13	9	2	0	1	12	12	17	19	22	31	28	28	38
604	11	10	12	1	2	2	0	5	21	2	24	1	1	2	0	0	0	1	17	28	55	22	11	7
605	20	14	7	3	2	2	13	27	7	1	39	11	1	1	28	6	0	1	36	29	1	5	1	0
606	12	4	20	0	4	1	6	12	1	0	0	0	35	34	0	1	0	0	25	2	90	3	2	0
608	0	0	0	3	0	2	6	0	0	8	0	4	146	145	1	0	0	0	8	1	4	0	0	6
61	73	109	66	52	119	81	289	242	285	56	40	59	4	7	112	107	114	119	58	64	50	67	96	168
610	6	10	10	8	13	19	2	9	12	12	0	12	0	2	0	10	7	6	8	30	53	33	22	35
611	8	6	3	5	0	21	46	28	14	15	0	4	1	1	0	43	54	66	9	12	12	11	8	9
612	1	8	7	48	6	18	11	4	3	9	2	1	4	2	20	17	15	13	11	16	11	21	24	18
613	0	0	0	0	0	0	0	0	9	0	212	1	7	9	0	0	0	0	0	0	0	3	1	1
614	15	28	8	4	18	3	19	13	3	10	18	36	2	2	6	10	4	2	0	0	0	2	18	10
615	0	3	1	59	2	8	7	6	0	1	0	4	3	0	45	36	24	31	0	0	1	2	7	10
616	0	0	8	5	53	23	0	0	8	0	0	3	25	41	0	2	2	5	0	15	2	24	15	15
617	12	2	12	10	27	7	0	2	0	9	0	15	29	31	12	39	32	27	19	0	8	15	7	13
618	0	0	7	8	2	11	1	0	5	7	0	0	3	4	4	4	7	3	30	4	14	44	51	38
619	5	1	0	1	0	1	39	34	42	2	0	1	2	2	0	3	2	9	31	12	49	1	1	2
62	29	27	40	48	133	28	3	5	7	43	49	70	7	8	242	258	167	235	233	234	186	17	12	40
620	10	7	2	0	0	2	8	12	9	4	0	2	2	1	0	0	0	1	40	8	35	24	35	46
621	43	62	37	0	0	1	11	18	61	1	1	0	7	8	0	0	1	0	5	1	3	2	2	2
622	3	2	10	2	2	7	0	8	9	0	106	2	0	1	0	0	2	3	3	45	14	0	1	2
623	12	11	6	12	20	11	3	9	7	9	1	13	2	1	50	28	16	13	0	0	3	11	23	24
624	0	3	0	0	2	0	3	18	54	5	6	1	0	0	0	0	0	0	31	50	89	7	6	6
625	27	29	21	8	0	8	7	19	42	1	0	10	0	0	0	9	8	10	0	0	7	16	11	9
626	10	13	27	21	22	9	5	5	0	0	0	1	3	3	10	24	28	25	0	0	0	5	15	15
627	5	4	18	8	17	6	5	3	5	7	20	16	3	0	0	6	5	2	16	25	49	7	8	4
628	4	0	5	19	2	11	12	11	7	0	0	0	1	3	19	17	43	12	0	0	13	12	25	38
629	0	0	2	14	8	15	0	0	5	9	30	15	2	0	0	0	0	0	8	5	22	3	51	2
63	48	30	48	4	51	1	519	594	997	6	101	10	10	7	1	0	0	2	14	0	14	1	7	10
630	43	26	22	0	20	2	35	35	3	0	0	0	1	0	0	0	0	0	13	0	15	4	3	5
631	10	2	16	0	8	0	0	0	0	0	0	0	108	138	0	0	0	0	0	0	0	3	5	0
632	10	6	2	4	3	2	75	48	43	1	0	0	0	1	0	0	2	0	0	11	0	2	1	1
633	0	1	1	0	0	1	0	0	0	0	0	0	12	7	0	0	0	0	1	6	13	5	155	6
634	3	5	7	2	5	2	0	1	3	7	0	12	6	3	23	32	41	31	2	10	5	49	31	51
635	0	0	0	15	7	2	0	0	0	0	0	0	0	0	7	1	1	4	29	20	31	39	21	33
636	6	0	0	0	12	4	1	0	0	7	0	7	0	0	0	0	3	1	0	0	2	93	65	68
637	22	14	27	0	2	2	0	2	19	0	6	1	1	2	0	1	0	1	46	39	39	17	6	17
638	6	16	7	2	0	0	0	0	2	2	6	1	32	22	0	1	0	0	35	23	53	2	0	1
639	2	24	20	11	8	11	33	4	13	1	0	3	2	3	16	17	19	14	0	6	20	11	15	23
64	204	148	149	77	24	51	341	434	321	2	139	6	8	8	9	31	28	52	3	14	6	11	13	23
640	19	7	9	0	0	3	6	6	5	0	0	0	4	3	0	0	0	0	49	62	49	3	5	5
641	18	17	9	8	0	11	30	38	30	0	0	0	1	0	0	0	1	1	7	22	26	2	1	0
642	1	4	22	4	46	1	2	0	4	4	24	26	3	2	20	17	11	8	1	6	11	15	8	17
643	7	4	2	1	13	0	38	25	84	0	2	0	0	0	0	0	0	0	8	13	34	17	6	7
644	0	0	2	0	0	2	26	53	87	0	0	2	0	0	0	0	0	0	9	2	17	2	0	0
645	25	22	1	2	14	8	18	4	14	5	75	4	0	1	23	9	1	7	39	74	15	3	3	0
646	18	6	8	5	6	4	50	51	50	0	1	4	0	2	0	0	0	4	0	7	3	1	1	1
647	19	7	14	22	19	12	10	0	5	1	1	8	4	10	1	5	11	15	2	10	6	6	8	7
648	8	25	8	5	0	7	55	24	11	0	9	7	9	9	4	13	3	4	3	18	3	0	0	2
649	27	19	49	0	2	0	0	0	4	0	0	1	8	11	30	21	14	11	0	0	0	1	4	0
65	0	1	2	91	33	58	1	4	3	62	1	62	16	14	310	504	606	504	0	9	13	13	9	46
651	11	2	2	0	20	0	3	14	1	24	9	15	1	0	1	19	7	18	1	1	3	46	28	37
652	2	2	10	30	31	16	0	2	1	18	0	17	3	2	27	43	32	27	7	0	6	8	5	11
653	0	0	1	2	0	8	0	0	0	0	1	4	2	0	36	27	55	51	0	0	0	0	0	2
654	0	0	3	20	2	41	19	9	8	24	13	9	2	0	18	23	15	42	2	0	10	5	10	8
655	0	0	0	2	9	1	9	1	9	26	9	10	1	0	0	0	1	0	4	0	3	45	32	57
656	0	2	1	1	15	2	5	0	0	0	1	0	0	0	0	0	0	0	15	37	16	8	3	108
657	1	6	6	20	53	18	37	30	30	24	9	13	3	2	12	14	13	13	7	0	3	11	27	24
658	2	0	2	2	0	4	3	0	7	12	14	10	27	17	15	23	28	20	5	0	5	0	18	2
659	9	18	10	16	11	12	11	6	2	20	11	20	2	1	1	10	8	13	5	19	7	17	22	14
66	2	0	9	418	2	1209	1	0	3	8	0	9	5	5	39	51	41	102	3	0	13	25	22	15
660	10	10	8	1	2	14	15	8	5	7	11	10	1	0	15	3	0	2	31	18	9	5	3	5
662	5	28	28	0	0	0	10	15	14	0	0	0	0	0	0	0	0	1	1	16	20	19	30	20
663	8	10	19	2	12	3	5	11	28	1	0	0	1	1	0	2	1	3	27	21	18	4	11	1
664	10	0	12	3	0	5	7	9	79	0	0	0	5	5	1	2	5	7	13	12	25	2	1	3
665	13	2	8	24	41	23	35	23	22	25	1	34	8	6	11	3	14	23	13	0	0	7	7	10
666	9	5	38	11	43	7	8	7	1	12	0	1	37	36	20	19	40	28	57	32	8	50	35	41
667	51	57	56	1	25	0	3	0	9	0	1	0	0	0	10	5	0	1	0	0	0	2	2	1
668	44	26	35	1	0	3	15	12	14	0	0	0	20	24	0	0	1	0	0	0	0	0	0	1
669	42	40	38	2	4	2	30	8	20	0	0	0	30	18	0	0	0	0	0	10	3	2	0	2
67	86	102	126	3	1	5	422	395	982	1	1	2	4	1	0	1	3	5	6	10	18	5	3	15
670	9	14	17	3	10	7	6	0	13	8	26	1	1	0	10	9	6	5	9	2	2	37	36	20
671	5	2	1	6	0	12	8	20	7	7	0	10	1	1	10	4	5	5	26	51	25	13	12	21
672	0	0	2	5	48	9	12	16	0	0	0	0	0	0	0	6	5	0	0	0	0	30	33	41
673	8	23	4	8	11	20	28	20	11	0	0	9	0	0	0	3	0	3	13	31	7	3	2	1
674	19	40	42	0	0	1	16	25	36	0	0	4	16	14	0	1	2	0	0	0	0	2	0	1
675	5	1	16	2	15	2	41	42	30	0	11	2	0	0	0	1	4	0	6	3	8	13	12	7
676	1	0	6	0	4	0	0	0	7	3	0	0	0	0	0	8	7	0	0	1	2	37	63	46
677	0	0	2	23	10	3	0	0	0	8	0	5	1	1	20	8	15	13	16	23	0	15	22	21
678	0	0	2	75	17	44	0	0	0	3	0	10	15	14	11	16	37	31	0	0	20	11	6	4
